author,title,sentence,sentence_nr,words,kind
"Twain, Mark",The American Claimant,Do earls sons sink their degree in a country like this and come sober and decent to sue for the hand of a born child of poverty when they can go drunk profane and steeped in dishonorable debt and buy the pick and choice of the millionaires daughters of America,47451,America,location
"Twain, Mark",The American Claimant,Your father is earl of what Rossmoreand I am Viscount Berkeley,47473,Berkeley,location
"Twain, Mark",The American Claimant,For instance the morning after her dismissal of Tracy Hawkins and Sellers read in the associated press dispatches that a toy puzzle called Pigs in the Clover had come into sudden favor within the past few weeks and that from the Atlantic to the Pacific all the populations of all the States had knocked off work to play with it and that the business of the country had now come to a standstill by consequence that judges lawyers burglars parsons thieves merchants mechanics murderers women children babieseverybody indeed could be seen from morning till midnight absorbed in one deep project and purpose and only oneto pen those pigs work out that puzzle successfully that all gayety all cheerfulness had departed from the nation and in its place care preoccupation and anxiety sat upon every countenance and all faces were drawn distressed and furrowed with the signs of age and trouble and marked with the still sadder signs of mental decay and incipient madness that factories were at work night and day in eight cities and yet to supply the demand for the puzzle was thus far impossible,47524,Pacific,location
"Twain, Mark",The American Claimant,For instance the morning after her dismissal of Tracy Hawkins and Sellers read in the associated press dispatches that a toy puzzle called Pigs in the Clover had come into sudden favor within the past few weeks and that from the Atlantic to the Pacific all the populations of all the States had knocked off work to play with it and that the business of the country had now come to a standstill by consequence that judges lawyers burglars parsons thieves merchants mechanics murderers women children babieseverybody indeed could be seen from morning till midnight absorbed in one deep project and purpose and only oneto pen those pigs work out that puzzle successfully that all gayety all cheerfulness had departed from the nation and in its place care preoccupation and anxiety sat upon every countenance and all faces were drawn distressed and furrowed with the signs of age and trouble and marked with the still sadder signs of mental decay and incipient madness that factories were at work night and day in eight cities and yet to supply the demand for the puzzle was thus far impossible,47524,Atlantic,location
"Twain, Mark",The American Claimant,He remained abed several days and his wife and daughter took turns in sitting with him and ministering to his wants,47545,Maine,location
"Twain, Mark",The American Claimant,Dont cry my child dont cry so you know your old father did it by mistake and didnt mean a bit of harm you know he wouldnt intentionally do anything to make you ashamed for the world you know he was trying to do good and only made the mistake through ignorance not knowing the right doses and Washington not there to help,47547,Washington,location
"Twain, Mark",The American Claimant,Then the old pair left for New Yorkand England,47563,England,location
"Twain, Mark",The American Claimant,Then the old pair left for New Yorkand England,47563,New York,location
"Twain, Mark",The American Claimant,So he sent this message to New York Come back,47709,New York,location
"Twain, Mark",The American Claimant,Meantime a note came to Rossmore Towers to say that the Earl of Rossmore had just arrived from England and would do himself the pleasure of calling in the evening,47712,England,location
"Twain, Mark",The American Claimant,Sally said to herself It is a pity he didnt stop in New York but its no matter he can go up tomorrow and see my father,47713,New York,location
"Twain, Mark",The American Claimant,I want to talk with her Berkeley was obliged to go,47774,Berkeley,location
"Twain, Mark",The American Claimant,He remained on the premises,47776,Maine,location
"Twain, Mark",The American Claimant,And Im his son Viscount Berkeley not Howard Tracy any more,47785,Berkeley,location
"Twain, Mark",The American Claimant,Then he explained the whole matter to Berkeley who said Well the Claimant must manage to stand the blow severe as it is,47793,Berkeley,location
"Twain, Mark",The American Claimant,The Sellerses were to go to England with their new allies for a brief visit but when it was time to take the train from Washington the colonel was missing,47820,England,location
"Twain, Mark",The American Claimant,The Sellerses were to go to England with their new allies for a brief visit but when it was time to take the train from Washington the colonel was missing,47820,Washington,location
"Twain, Mark",The American Claimant,Hawkins was going as far as New York with the party and said he would explain the matter on the road,47821,New York,location
"Twain, Mark",The American Claimant,In it he promised to join Mrs Sellers later in England and then went on to say The truth is my dear Hawkins a mighty idea has been born to me within the hour and I must not even stop to say goodbye to my dear ones,47823,England,location
"Twain, Mark",The American Claimant,When I was feeling sure of my imminent future solidity I forwarded to the Czar of Russiaperhaps prematurelyan offer for the purchase of Siberia naming a vast sum,47827,Russia,location
"Twain, Mark",The American Claimant,I am leaving for San Francisco this moment to test it by the help of the great Lick telescope,47835,San Francisco,location
"Twain, Mark",The American Claimant,I will have the entire Arctic Circle in the market as a summer resort next year and will use the surplusage of the old climate over and above what can be utilized on the equator to reduce the temperature of opposition resorts,47857,Arctic,location
"Twain, Mark",The American Claimant,I shall join all you happy people in England as soon as I shall have sold out some of my principal climates and arranged with the Czar about Siberia,47859,England,location
"Twain, Mark",The American Claimant,Eight days from now we shall be wide asunder for I shall be on the border of the Pacific and you far out on the Atlantic approaching England,47861,England,location
"Twain, Mark",The American Claimant,Eight days from now we shall be wide asunder for I shall be on the border of the Pacific and you far out on the Atlantic approaching England,47861,Pacific,location
"Twain, Mark",The American Claimant,Eight days from now we shall be wide asunder for I shall be on the border of the Pacific and you far out on the Atlantic approaching England,47861,Atlantic,location
"Alcott, Louisa May",Under the Lilacs,A fourteenth rag baby with a china head hung by her neck from the rusty knocker in the middle of the door,47946,China,location
"Alcott, Louisa May",Under the Lilacs,He looks like our China poodle doesnt he whispered Betty making herself as small as possible behind her more valiant sister,48032,China,location
"Alcott, Louisa May",Under the Lilacs,He certainly did for though much larger and dirtier than the wellwashed China dog this live one had the same tassel at the end of his tail ruffles of hair round his ankles and a body shaven behind and curly before,48033,China,location
"Alcott, Louisa May",Under the Lilacs,His eyes however were yellow instead of glassy black like the others his red nose worked as he cocked it up as if smelling for more cakes in the most impudent manner and never during the three years he had stood on the parlor mantelpiece had the China poodle done the surprising feats with which this mysterious dog now proceeded to astonish the little girls almost out of their wits,48034,China,location
"Alcott, Louisa May",Under the Lilacs,It remained sitting tranquilly in the basket however and the children drew a long breath of relief for though they did not believe in fairies the late performances did seem rather like witchcraft,48061,Maine,location
"Alcott, Louisa May",Under the Lilacs,But Mrs Moss could not keep her promise for on Monday it still rained and the little girls paddled off to school like a pair of young ducks enjoying every puddle they came to since Indiarubber boots made wading a delicious possibility,48104,India,location
"Alcott, Louisa May",Under the Lilacs,The cake transaction remained a riddle for Sally Folsom solemnly declared that she was playing tag in Mamie Snows barn at that identical time,48107,Maine,location
"Alcott, Louisa May",Under the Lilacs,It produced a great effect however for even teacher was interested and told such amazing tales of a juggler she once saw that doughnuts were left forgotten in dinnerbaskets and wedges of pie remained suspended in the air for several minutes at a time instead of vanishing with miraculous rapidity as usual,48109,Maine,location
"Alcott, Louisa May",Under the Lilacs,Sancho also had been put in better trim for after his master had refreshed himself with a warm bath he gave his dog a good scrub while Mrs Moss set a stitch here and there in the new old clothes and Sancho reappeared looking more like the china poodle than ever being as white as snow his curls well brushed up and his tasselly tail waving proudly over his back,48210,China,location
"Alcott, Louisa May",Under the Lilacs,We saw Indians and tumbling men and the Bounding Brothers of Borneo ,48247,India,location
"Alcott, Louisa May",Under the Lilacs,He told me he was goin to a great ridin school in New York and when he was fixed hed send for me,48289,New York,location
"Alcott, Louisa May",Under the Lilacs,It evidently had fallen from some illused history for the picture showed some queer ships at anchor some oddly dressed men just landing and a crowd of Indians dancing about on the shore,48420,India,location
"Alcott, Louisa May",Under the Lilacs,The performance is about to begin with the great Flyin Coopid act in which Master Bloomsbury has appeared before the crowned heads of Europe,48431,Europe,location
"Alcott, Louisa May",Under the Lilacs,Why thats Columbus finding San Salvador,48460,San Salvador,location
"Alcott, Louisa May",Under the Lilacs,CHAPTER VII NEW FRIENDS TROT IN Next day Ben ran off to his work with Quackenboss Elementary History of the United States in his pocket and the Squires cows had ample time to breakfast on wayside grass before they were put into their pasture,48519,United States,location
"Alcott, Louisa May",Under the Lilacs,Ben thanked him and thought he would but the next morning after he had put up the bars he remained sitting on the top rail to consider his prospects for he felt uncommonly reluctant to go back to the society of rough Pat,48535,Maine,location
"Alcott, Louisa May",Under the Lilacs,Ma always lets us have our shiny pitchers and the china poodle when we go visiting or have company at home said Bab and Betty both speaking at once,48649,China,location
"Alcott, Louisa May",Under the Lilacs,A pretty set of green and white china caused the girls to cast admiring looks upon the little cups and plates while Ben eyed the feast longingly and Sancho with difficulty restrained himself from repeating his former naughtiness,48728,China,location
"Alcott, Louisa May",Under the Lilacs,We live in Springfield volunteered the new guest unbending a trifle thanks to the charms of the cake,48780,Springfield,location
"Alcott, Louisa May",Under the Lilacs,Suppose you had ten bits of sugar and you met ten Prussian dogs how many lumps would you a French dog give to each of the Prussians Lyda very decidedly replied to this with a cipher,48856,Russia,location
"Alcott, Louisa May",Under the Lilacs,So kind so very kind was she to them all that when after an hour of merry play she took her brother in to bed the three who remained fell to praising her enthusiastically as they put things to rights before taking leave,48897,Maine,location
"Alcott, Louisa May",Under the Lilacs,Yes he said he might go as far as California and if he did hed send for me,48925,California,location
"Alcott, Louisa May",Under the Lilacs,He has gone further away than that to a lovelier country than California I hope,48927,California,location
"Alcott, Louisa May",Under the Lilacs,No one could grant that wish but Miss Celia did comfort him for presently the sound of music floated out from the parlormusic so soft so sweet that involuntarily the boy stopped his crying to listen then quieter tears dropped slowly seeming to soothe his pain as they fell while the sense of loneliness passed away and it grew possible to wait till it was time to go to father in that faroff country lovelier than golden California,48961,California,location
"Alcott, Louisa May",Under the Lilacs,You and she and that little Barlow boy ought to try for a prize as the poets did in Athens,49201,Athens,location
"Alcott, Louisa May",Under the Lilacs,Miss Celia knew this and tried to make the lads help one another by means of itnot in boastful or ungenerous comparison of each others gifts but by interchanging them giving and taking freely kindly and being glad to love what was admirable wherever they found it,49246,Paris,location
"Alcott, Louisa May",Under the Lilacs,Bens other treasures had been stolen with his bundle but these he cherished and often looked at when he went to bed wondering what heaven was like since it was lovelier than California and usually fell asleep with a dreamy impression that it must be something like America when Columbus found ita pleasant land where were gay flowers and tall trees with leaves and fruit such as they had never seen before,49255,America,location
"Alcott, Louisa May",Under the Lilacs,Bens other treasures had been stolen with his bundle but these he cherished and often looked at when he went to bed wondering what heaven was like since it was lovelier than California and usually fell asleep with a dreamy impression that it must be something like America when Columbus found ita pleasant land where were gay flowers and tall trees with leaves and fruit such as they had never seen before,49255,California,location
"Alcott, Louisa May",Under the Lilacs,Of course the Stars and Stripes hung highest with the English lion ramping on the royal standard close by then followed a regular picturegallery for there was the white elephant of Siam the splendid peacock of Burmah the doubleheaded Russian eagle and black dragon of China the winged lion of Venice and the prancing pair on the red white and blue flag of Holland,49272,China,location
"Alcott, Louisa May",Under the Lilacs,Of course the Stars and Stripes hung highest with the English lion ramping on the royal standard close by then followed a regular picturegallery for there was the white elephant of Siam the splendid peacock of Burmah the doubleheaded Russian eagle and black dragon of China the winged lion of Venice and the prancing pair on the red white and blue flag of Holland,49272,Russia,location
"Alcott, Louisa May",Under the Lilacs,Of course the Stars and Stripes hung highest with the English lion ramping on the royal standard close by then followed a regular picturegallery for there was the white elephant of Siam the splendid peacock of Burmah the doubleheaded Russian eagle and black dragon of China the winged lion of Venice and the prancing pair on the red white and blue flag of Holland,49272,Venice,location
"Alcott, Louisa May",Under the Lilacs,The keys and mitre of the Papal States were a hard job but up they went at last with the yellow crescent of Turkey on one side and the red full moon of Japan on the other the pretty blue and white flag of Greece hung below and the cross of free Switzerland above,49273,Japan,location
"Alcott, Louisa May",Under the Lilacs,The keys and mitre of the Papal States were a hard job but up they went at last with the yellow crescent of Turkey on one side and the red full moon of Japan on the other the pretty blue and white flag of Greece hung below and the cross of free Switzerland above,49273,Turkey,location
"Alcott, Louisa May",Under the Lilacs,The keys and mitre of the Papal States were a hard job but up they went at last with the yellow crescent of Turkey on one side and the red full moon of Japan on the other the pretty blue and white flag of Greece hung below and the cross of free Switzerland above,49273,Greece,location
"Alcott, Louisa May",Under the Lilacs,The keys and mitre of the Papal States were a hard job but up they went at last with the yellow crescent of Turkey on one side and the red full moon of Japan on the other the pretty blue and white flag of Greece hung below and the cross of free Switzerland above,49273,Switzerland,location
"Alcott, Louisa May",Under the Lilacs,If materials had held out the flags of all the United States would have followed but paste and patience were exhausted so the busy workers rested awhile before they flung their banner to the breeze as the newspapers have it,49274,United States,location
"Alcott, Louisa May",Under the Lilacs,These gifts led to outofdoor waterworks for the brook had to be dammed up that a shallow ocean might be made where Bens piratical Red Rover with the black flag might chase and capture Babs smart frigate Queen while the Bounding Betsey laden with lumber safely sailed from Kennebunkport to Massachusetts Bay,49276,Massachusetts,location
"Alcott, Louisa May",Under the Lilacs,These gifts led to outofdoor waterworks for the brook had to be dammed up that a shallow ocean might be made where Bens piratical Red Rover with the black flag might chase and capture Babs smart frigate Queen while the Bounding Betsey laden with lumber safely sailed from Kennebunkport to Massachusetts Bay,49276,Massachusetts Bay,location
"Alcott, Louisa May",Under the Lilacs,Jerusalem,49335,Jerusalem,location
"Alcott, Louisa May",Under the Lilacs,Why last Fourth at this time I was rumbling though Boston streets on top of our big car all in my best toggery,49384,Boston,location
"Alcott, Louisa May",Under the Lilacs,Bab still held the strap intent on keeping her charge safe though she lost herself but her courage seemed to be giving out as she looked anxiously up and down the road seeing no sign of the three familiar figures she had been following as steadily as a little Indian on the wartrail,49495,India,location
"Alcott, Louisa May",Under the Lilacs,The boys were especially interested in this part and well they might be for strength and agility are manly attributes which lads appreciate and these lively fellows flew about like Indiarubber balls each trying to outdo the other till the leader of the acrobats capped the climax by turning a double somersault over five elephants standing side by side,49591,India,location
"Alcott, Louisa May",Under the Lilacs,She had been to Naples and could understand his longing for the lovely city of his birth so they had a little chat in the language which is all Music and the good fellow was so grateful that he played for the children to dance till they were glad to stop lingering afterward as if he hated to set out again upon his lonely dusty walk,49805,Naples,location
"Alcott, Louisa May",Under the Lilacs,I tink I see droll dog like he way off in New York,49810,New York,location
"Alcott, Louisa May",Under the Lilacs,That very evening Thorny wrote to a boy cousin in New York giving all the particulars of the case and begging him to hunt up the man investigate the dog and see that the police made sure that every thing was right,49844,New York,location
"Alcott, Louisa May",Under the Lilacs,My father had a friend who left a little dog in Paris and the creature found her in Milan and died of fatigue next day,49859,Paris,location
"Alcott, Louisa May",Under the Lilacs,My father had a friend who left a little dog in Paris and the creature found her in Milan and died of fatigue next day,49859,Milan,location
"Alcott, Louisa May",Under the Lilacs,Ben stood against his closet door looking as fierce and red as a turkeycock Thorny sternly confronted him saying in an excited tone and with a threatening gesture You are hiding something in there and you cant deny it,50072,Turkey,location
"Alcott, Louisa May",Under the Lilacs,No thank you those things are out of place in America and would be absurd in a small country place like this,50173,America,location
"Alcott, Louisa May",Under the Lilacs,Grown people enjoy archery as bow and arrow shooting is called especially in England,50370,England,location
"Alcott, Louisa May",Under the Lilacs,So did the Indians have em and Ive got some stone arrowheadsfound em by the river in the dirt cried Bab waking up for battles interested her more than queens,50374,India,location
"Alcott, Louisa May",Under the Lilacs,So did the Indians have em and Ive got some stone arrowheadsfound em by the river in the dirt cried Bab waking up for battles interested her more than queens,50374,Queens,location
"Alcott, Louisa May",Under the Lilacs,While you finish your stints Ill tell you a little story about the Indians said Miss Celia lying back on her cushions while the needles began to go again for the prospect of a story could not be resisted,50375,India,location
"Alcott, Louisa May",Under the Lilacs,A century or more ago in a small settlement on the banks of the Connecticutwhich means the Long River of Pinesthere lived a little girl called Matty Kilburn,50376,Connecticut,location
"Alcott, Louisa May",Under the Lilacs,On a hill stood the fort where the people ran for protection in any danger for the country was new and wild and more than once the Indians had come down the river in their canoes and burned the houses killed men and carried away women and children,50377,India,location
"Alcott, Louisa May",Under the Lilacs,An Indian arrow lay there too showing why she had never cried for help but waited patiently so long for father to come and find her,50393,India,location
"Alcott, Louisa May",Under the Lilacs,When the boys laughed at him for saying that China was in Africa he routed them entirely by his superior knowledge of the animals belonging to that wild country and when First class in reading was called he marched up with the proud consciousness that the shortest boy in it did better than tall Moses Towne or fat Sam Kitteridge,50450,China,location
"Alcott, Louisa May",Under the Lilacs,When the boys laughed at him for saying that China was in Africa he routed them entirely by his superior knowledge of the animals belonging to that wild country and when First class in reading was called he marched up with the proud consciousness that the shortest boy in it did better than tall Moses Towne or fat Sam Kitteridge,50450,Africa,location
"Alcott, Louisa May",Under the Lilacs,Sally Folsom led off with The Coral Grove chosen for the express purpose of making her friend Almira Mullet start and blush when she recited the second line of that pleasing poem     Where the purple mullet and goldfish rove,50520,Coral Grove,location
"Alcott, Louisa May",Under the Lilacs,The winged lion of Venice looked as if trying to fly away home the Chinese dragon appeared to brandish his forked tail as he clawed at the Burmese peacock the doubleheaded eagle of Russia pecked at the Turkish crescent with one beak while the other seemed to be screaming to the English royal beast Come on and lend a paw,50565,Russia,location
"Alcott, Louisa May",Under the Lilacs,The winged lion of Venice looked as if trying to fly away home the Chinese dragon appeared to brandish his forked tail as he clawed at the Burmese peacock the doubleheaded eagle of Russia pecked at the Turkish crescent with one beak while the other seemed to be screaming to the English royal beast Come on and lend a paw,50565,Venice,location
"Alcott, Louisa May",Under the Lilacs,You look like Amazons storming a fort she said as the girls cattle up each carrying her bow and arrows while green ribbons flew in every direction,50618,Amazon,location
"Alcott, Louisa May",Under the Lilacs,Few of the children had ever seen the immortal Punch and Judy so this was a most agreeable novelty and before they could make out what it meant a voice began to sing so distinctly that every word was heard     In China there lived a little man     His name was Chingery Wangery Chan,50697,China,location
"Alcott, Louisa May",Under the Lilacs,Which assertion was proved to be false by the agility with which the little man danced a jig in time to the rollicking chorus     Chingery changery ri co day     Ekel tekel happy man     Uron odesko canty oh oh     Gallopy wallopy China go,50701,China,location
"Alcott, Louisa May",Under the Lilacs,During the chorus to this verse Chan was seen tuning his instrument in the garden and at the end sallied gallantly forth to sing the following tender strain     Whang fun li     Tang hua ki     Hong Kong do ra me,50706,Hong Kong,location
"Alcott, Louisa May",Under the Lilacs,We agreed to meet George in New York and be married as soon as he got his best clothes unpacked,50885,New York,location
"Alcott, Louisa May",Under the Lilacs,Sister wants to come soon but Id rather have our honeymoon somewhere elseNiagara Newfoundland West Point or the Rocky Mountains said Thorny mentioning a few of the places he most desired to see,50890,Rocky Mountains,location
"Alcott, Louisa May",Under the Lilacs,We met in Switzerland going up Mount St Bernard in a storm and Where the good dogs live inquired Betty hoping they would come into the story,50896,Switzerland,location
"Alcott, Louisa May",Under the Lilacs,That was a year ago and last winter we were in New York at uncles and then in the spring I was sick and we came here and thats all,50900,New York,location
"Alcott, Louisa May",Under the Lilacs,Betty was the mother and a most notable little housewife always mixing up imaginary delicacies with sand and dirt in old pans and broken china which she baked in an oven of her own construction,50923,China,location
"Alcott, Louisa May",Under the Lilacs,He hasnt got any folks of his own has he No his father died in California and Ben felt so bad he cried and we were real sorry and gave him a piece of Ma cause he was so lonesome answered Betty in her tender little voice with a pleading look which made the man stroke her smooth check and say quite softly Bless your heart for that,50975,California,location
"Alcott, Louisa May",Under the Lilacs,With this end in view she set forth her best china and covered the table with food enough for a dozen thanking her stars that it was baking day and every thing had turned out well,51011,China,location
"Alcott, Louisa May",Under the Lilacs,Ben paused occasionally to stroke the rusty coatsleeve with breadandbuttery fingers to convince himself that Daddy had really come and his father disposed of various inconvenient emotions by eating as if food was unknown in California,51013,California,location
"Alcott, Louisa May",Under the Lilacs,It was not a long story but a very interesting one to this circle of listeners all about the wild life on the plains trading for mustangs the terrible kick from a vicious horse that nearly killed Ben sen the long months of unconsciousness in the California hospital the slow recovery the journey back Mr Smitherss tale of the boys disappearance and then the anxious trip to find out from Squire Allen where he now was,51016,California,location
"Alcott, Louisa May",Under the Lilacs,Hold on my dears and Ill show you how they say goodmorning in California he added beckoning to the little girls who now came up rosy and smiling,51061,California,location
"Alcott, Louisa May",Work: A Story of Experience,BOSTON 1901,51189,Boston,location
"Alcott, Louisa May",Work: A Story of Experience,Hepsey  Christie as Queen of the Amazons  Mr Philip Fletcher  Mrs Saltonstall and Family  No I thank you  Helen Carrol  Mrs King and Miss Cotton  The Rescue  C,51212,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,Yes Ill try my experiment then Ill get rich found a home for girls like myself or better still be a Mrs Fry a Florence Nightingale or How are you ont for stockins dear Christies castles in the air vanished at the prosaic question but after a blank look she answered pleasantly Thank you for bringing me down to my feet again when I was soaring away too far and too fast,51268,Florence,location
"Alcott, Louisa May",Work: A Story of Experience,Twentyone tomorrow and her inheritance a head a heart a pair of hands also the dower of most New England girls intelligence courage and common sense many practical gifts and hidden under the reserve that soon melts in a genial atmosphere much romance and enthusiasm and the spirit which can rise to heroism when the great moment comes,51320,England,location
"Alcott, Louisa May",Work: A Story of Experience,Twentyone tomorrow and her inheritance a head a heart a pair of hands also the dower of most New England girls intelligence courage and common sense many practical gifts and hidden under the reserve that soon melts in a genial atmosphere much romance and enthusiasm and the spirit which can rise to heroism when the great moment comes,51320,New England,location
"Alcott, Louisa May",Work: A Story of Experience,Mrs Flint gave her a recommendation and she hopefully took her place among the ranks of buxom German incapable Irish and smart American women for in those days foreign help had not driven farmers daughters out of the field and made domestic comfort a lost art,51380,America,location
"Alcott, Louisa May",Work: A Story of Experience,Mrs Stuart having just returned from Italy affected the artistic and the new applicant found her with a Roman scarf about her head a rosary like a string of small cannon balls at her side and azure draperies which became her as well as they did the seagreen furniture of her marine boudoir where unwary walkers tripped over coral and shells grew seasick looking at pictures of tempestuous billows engulfing every sort of craft from a manofwar to a hencoop with a ghostly young lady clinging to it with one hand and had their appetites effectually taken away by a choice collection of waterbugs and snakes in a glass globe that looked like a jar of mixed pickles in a state of agitation,51386,Italy,location
"Alcott, Louisa May",Work: A Story of Experience,Zenobia troubled about fishsauce or Aspasia indignant at the price of eggs will give some idea of this lady when she condescended to the cares of housekeeping,51394,Asia,location
"Alcott, Louisa May",Work: A Story of Experience,You are an American,51401,America,location
"Alcott, Louisa May",Work: A Story of Experience,Yes chile,51429,Chile,location
"Alcott, Louisa May",Work: A Story of Experience,Christie looked fiercely determined but Hepsey shook her head saying quietly as she went on garnishing a dish Deres more gradin works dan dat chile and dem dats bin bliged to do um finds dis sort bery easy,51432,Chile,location
"Alcott, Louisa May",Work: A Story of Experience,Dunno chile,51436,Chile,location
"Alcott, Louisa May",Work: A Story of Experience,For the first time Hepsey smiled as she said gratefully De Lord bress you for dat wish chile,51446,Chile,location
"Alcott, Louisa May",Work: A Story of Experience,Bring out your primer and lets begin at once Dear chile its orful hard work to put learnin in my ole head and I wouldnt cept such a ting from you only I needs dis sort of help so bad and I can trust you to gib it to me as I wants it,51500,Chile,location
"Alcott, Louisa May",Work: A Story of Experience,The select receptions upstairs seemed duller than ever to her now and her happiest evenings were spent in the tidy kitchen watching Hepsey laboriously shaping As and Bs or counting up on her worn fingers the wages they had earned by months of weary work that she might purchase one treasurea feeble old woman worn out with seventy years of slavery far away there in Virginia,51511,Virginia,location
"Alcott, Louisa May",Work: A Story of Experience,You are to be the Queen of the Amazons in our new spectacle at half a dollar a night for six or eight weeks if the piece goes well,51560,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,Mr Sharp heres an Amazon for you,51591,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,As she spoke Lucy hurried across the stage followed by Christie wearing any thing but an Amazonian expression just then,51592,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,Soon she forgot herself entered into the spirit of the thing and exerted every sense to please so successfully that Mr Tripp praised her quickness at comprehension Lucy applauded heartily from a fairy car and Mr Sharp popped his head out of a palace window to watch the Amazons descent from the Mountains of the Moon,51609,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,Spectacle ever produced upon the American Stage Christie looked and saw a warlike figure with glittering helmet shield and lance streaming hair and savage cloak,51624,America,location
"Alcott, Louisa May",Work: A Story of Experience,Illustration CHRISTIE AS QUEEN OF THE AMAZONS,51629,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,Princess Caremfil swept away and the Amazonian queen climbed to her perch among the painted mountains where her troop already sat like a flock of pigeons shining in the sun,51630,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,As the last groan expired the last agonized squirm subsided the conquerors performed the intricate dance with which it appears the Amazons were wont to celebrate their victories,51634,Amazon,location
"Alcott, Louisa May",Work: A Story of Experience,Ive always wanted to play Peg and it has good parts for you and Kent and St George I chose it for that reason for I shall need all the help I can get to pull me through I dare say,51707,St George,location
"Alcott, Louisa May",Work: A Story of Experience,St George was a comely young actor who usually played lovers parts with Christie and played them very well too being possessed of much talent and a gentleman,51709,St George,location
"Alcott, Louisa May",Work: A Story of Experience,They had never thought of falling in love with each other though St George wooed and won Christie night after night in vaudeville and farce,51710,St George,location
"Alcott, Louisa May",Work: A Story of Experience,Why didnt you choose Juliet St George would do Romeo so well said Lucy with a sneer,51712,Rome,location
"Alcott, Louisa May",Work: A Story of Experience,Why didnt you choose Juliet St George would do Romeo so well said Lucy with a sneer,51712,St George,location
"Alcott, Louisa May",Work: A Story of Experience,On the night of the benefit Lucy was in a most exasperating mood Christie in a very indignant one and as they entered their dressingroom they looked as if they might have played the Rival Queens with great effect,51736,Queens,location
"Alcott, Louisa May",Work: A Story of Experience,She does love St George and thinks I mean to keep him from her Poor dear,51750,St George,location
"Alcott, Louisa May",Work: A Story of Experience,Then a brilliant view of Mount Parnassus with Apollo and the Nine Muses in full blast shut the scene from sight and soon Mr Sharp appeared to ask their patience till the afterpiece was ready for Miss Douglas was too much injured to appear again,51757,Mount Parnassus,location
"Alcott, Louisa May",Work: A Story of Experience,Great was the surprise of Lucy and her mother when Christie told her resolution adding in a whisper to the girl I leave the field clear for you dear and will dance at your wedding with all my heart when St George asks you to play the Honeymoon with him as Im sure he will before long,51783,St George,location
"Alcott, Louisa May",Work: A Story of Experience,Beside her sat a gentleman rapt in a newspaper of course for to an American man life is a burden till the daily news have been absorbed,51825,America,location
"Alcott, Louisa May",Work: A Story of Experience,The little boy more checkered and the little girl more operatic than before sat on stools eating bonbons while a French maid and the African footman hovered in the background,51828,Africa,location
"Alcott, Louisa May",Work: A Story of Experience,Governesses are very kindly treated in America but ballrooms like that are not for them,51911,America,location
"Alcott, Louisa May",Work: A Story of Experience,She asked me if I would like to go to Paris with her for the winter,52016,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,Christies blush seemed to be a truer answer than her words and leaning a little nearer Mr Fletcher said in his most persuasive tone Will you go to Paris as my governess instead of Charlottes,52018,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,I am disappointed in the woman but I make my compliment to the actress and leave the stage free for another and a more successful Romeo,52078,Rome,location
"Alcott, Louisa May",Work: A Story of Experience,No Paris either and thats the worst of it all,52087,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,As the family was to leave in a week her sudden departure caused no surprise to the few who knew her and with kind farewells to such of her summer friends as still remained she went to bed that night all ready for an early start,52100,Maine,location
"Alcott, Louisa May",Work: A Story of Experience,She did not repent but she got herself to sleep imagining a bridal trip to Paris and dreamed so delightfully of lost splendors that the awakening was rather blank the future rather cold and hard,52102,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,I shall never see him any more but I know he thinks of me far away in India and when I die one faithful heart will remember me,52334,India,location
"Alcott, Louisa May",Work: A Story of Experience,So it was decided for only a week or two of the old year remained and no one had the heart to rob poor Bella of the little span of blissful ignorance that now remained to her,52402,Maine,location
"Alcott, Louisa May",Work: A Story of Experience,But she found that one more task remained for her before she left the family which on her coming she had thought so happy,52468,Maine,location
"Alcott, Louisa May",Work: A Story of Experience,Sorely disappointed Hepsey had been obliged to submit but her trip was not a failure for she liberated several brothers and sent them triumphantly to Canada,52509,Canada,location
"Alcott, Louisa May",Work: A Story of Experience,Her evenings at home were devoted to books for she had the true New England womans desire for education and read or studied for the love of it,52526,England,location
"Alcott, Louisa May",Work: A Story of Experience,Her evenings at home were devoted to books for she had the true New England womans desire for education and read or studied for the love of it,52526,New England,location
"Alcott, Louisa May",Work: A Story of Experience,She was glad to see so many turkeys on their way to garnish hospitable tables and hoped that all the dear home circles might be found unbroken though she had place in none,52683,Turkey,location
"Alcott, Louisa May",Work: A Story of Experience,She went to many churches studied many creeds and watched their fruits as well as she could but still remained unsatisfied,52708,Maine,location
"Alcott, Louisa May",Work: A Story of Experience,One hope remained and though the way was long and a foggy drizzle had set in she minded neither distance nor the chilly rain but hurried away with anxious thoughts still dogging her steps,52795,Maine,location
